no;brand;name;old_price;new_price;ml;concentration;department;scents;base_note;middle_note;item_rating;seller;seller_rating;num_seller_ratings;combined_notes;note_length;unique_words;cluster
738;BOUCHERON;Quatre Absolue De Nuit;125.95;125.95;100;edp;Women;arabian;sandalwood vanilla amberwood;jasmine tonka bean pear;4.08;King-Perfume;3.09;450;arabian sandalwood vanilla amberwood jasmine tonka bean pear edp;64;9;0
741;Roberto Cavalli;Uomo;452;134.95;100;edt;Men;floral;cedar patchouli tonka bean;honey lavender;4.06;noon;4.02;98.1K;floral cedar patchouli tonka bean honey lavender edt;52;8;0
742;Guerlain;L'Homme Ideal;06.05;6.05;1;edt;Men;floral;vanilla amber musk patchouli;jasmine geranium neroli ylangylang;5.0;Princess of beauty;3.08;467;floral vanilla amber musk patchouli jasmine geranium neroli ylangylang edt;74;10;1
744;Lattafa;Rouat Al Musk;68;38.95;100;edp;Women;oriental;vanilla amber;jasmine white flowers sandalwood;4.08;noon;4.02;98.1K;oriental vanilla amber jasmine white flowers sandalwood edp;59;8;0
745;Mancera;Wild Leather;320;224.0;120;edp;Unisex;woody;amber guaiac wood leather lichen musk;bulgarian rose patchouli violet;4.04;noon;4.02;98.1K;woody amber guaiac wood leather lichen musk bulgarian rose patchouli violet edp;79;12;1
746;Misk Perfumes;White Musk Perfume;05.35;5.35;6;oil;Unisex;musk;tail rose;vanilla flowers;3.08;warddah;3.07;56;musk tail rose vanilla flowers oil;34;6;0
747;Alina Corel;Monsieur Coco Vanilla;65;31.85;100;edp;Unisex;floral;white musk woody notes madagascar vanilla;jasmine ylangylang tiare flower;4.07;noon;4.02;98.1K;floral white musk woody notes madagascar vanilla jasmine ylangylang tiare flower edp;84;12;1
749;DORALL COLLECTION;Golden Blaze;11;11.0;100;edp;Women;musk;musk patchouli amber;ylangylang jasmine;4.03;top langri;3.07;347;musk musk patchouli amber ylangylang jasmine edp;48;6;0
753;Al Fakhr;Kalam Al Oud;13.03;13.03;100;edp;Unisex;woody;sandalwood cedarwood;black pepper cardamom;3.03;the beauty;4.01;538;woody sandalwood cedarwood black pepper cardamom edp;52;7;0
754;HUGO BOSS;Orange EDT Sp;199;110.0;100;edt;Men;floral;vanilla woodsy notes;incense sichuan pepper;4.08;Acacia Rose;4.04;537;floral vanilla woodsy notes incense sichuan pepper edt;54;8;0
755;Armaf;Club De Nuit Milestone;135;135.0;105;edp;Women;floral;vetiver musk ambroxan;violet sandalwood white wood;5.0;Attractive perfume;3.05;244;floral vetiver musk ambroxan violet sandalwood white wood edp;61;9;0
756;BVLGARI;Man In Black;485;187.0;100;edp;Men;spicy;tonka bean guaiac wood benzoin;leather iris tuberose;4.06;Kado Store;4.02;20;spicy tonka bean guaiac wood benzoin leather iris tuberose edp;62;10;0
759;Pierra Katra;Velvet Oud;97;97.0;100;edp;Men;arabian;cashmere wood amber musk;floral harmony of magnolia honeysuckle sweet fruity raspberry nuance;3.0;London store;3.07;23;arabian cashmere wood amber musk floral harmony of magnolia honeysuckle sweet fruity raspberry nuance edp;105;15;1
762;VERSACE;Eros;510;208.0;100;edp;Women;citrus;sandalwood ambroxan woodsy notes musk;lemon blossom jasmine sambac jasmine peony;4.05;King-Perfume;3.09;450;citrus sandalwood ambroxan woodsy notes musk lemon blossom jasmine sambac jasmine peony edp;91;12;1
763;VERSACE;Eros;510;234.95;100;edp;Women;citrus;musk ambroxan woodsy notes sandalwood;lemon blossom jasmine sambac jasmine peony;4.06;noon;4.02;98.1K;citrus musk ambroxan woodsy notes sandalwood lemon blossom jasmine sambac jasmine peony edp;91;12;1
764;Lancome;La Vie Est Belle;560;217.0;75;edp;Women;vanilla;patchouli praline tonka beans vanilla;iris jasmine orange tree blossom;4.04;Al-Najm;3.07;347;vanilla patchouli praline tonka beans vanilla iris jasmine orange tree blossom edp;82;11;1
767;LANVIN;L'Homme;110;110.0;100;edt;Men;spicy;sandalwood amber musk;comprise pepper mint sage cardamom;5.0;Queen Beauty;3.09;135;spicy sandalwood amber musk comprise pepper mint sage cardamom edt;66;10;0
768;Estee Lauder;Wood Mystique;784;479.0;100;edp;Unisex;woody;patchouli virginia cedar benzoin agarwood leather raspberry;iris jasmine ylangylang rose mimosa;5.0;Alabeer;4.0;5;woody patchouli virginia cedar benzoin agarwood leather raspberry iris jasmine ylangylang rose mimosa edp;105;14;1
770;ARMAND BASI;In Red;275;107.95;100;edt;Women;citrus;palisander rosemary oakmoss white musk amber vanilla praline woody notes;lily jasmine violet leaf rose blackcurrant pink pepper peony;4.05;Parvant Store;3.09;76;citrus palisander rosemary oakmoss white musk amber vanilla praline woody notes lily jasmine violet leaf rose blackcurrant pink pepper peony edt;144;21;2
773;GUCCI;Guilty;354;213.95;75;edt;Women;floral;lily wild strawberry;litchi;4.08;AMLAQ;3.09;135;floral lily wild strawberry litchi edt;38;6;0
774;PACO RABANNE;One Million;319;319.0;200;edt;Men;woody;amber leather;cinnamon rose;4.05;Number One;3.05;75;woody amber leather cinnamon rose edt;37;6;0
775;VERSACE;Bright Crystal;63;21.04;5;edt;Women;floral;plants musk red woods;lotus peony magnolia;4.05;noon;4.02;98.1K;floral plants musk red woods lotus peony magnolia edt;53;9;0
777;DAVIDOFF;The Game;215;83.95;100;edt;Men;woody;ebony wood;iris woody notes;4.09;noon;4.02;98.1K;woody ebony wood iris woody notes edt;37;6;0
778;HUGO BOSS;Boss The Scent;426;133.0;100;edt;Men;spicy;leather;maninka fruit lavender;4.06;Perfume Ms;3.09;537;spicy leather maninka fruit lavender edt;40;6;0
779;SWISS ARABIAN;Bakhoor Al Arais;15;15.0;50;edp;Unisex;arabian;amber palisander rosewood;cedar spicy;4.06;hawas;454.0;9;arabian amber palisander rosewood cedar spicy edp;49;7;0
780;PACO RABANNE;Invictus Intense;199;199.0;100;edt;Men;spicy;ambergris amber salt;laurels whiskey;4.07;Parfume-Stor;3.09;537;spicy ambergris amber salt laurels whiskey edt;46;7;0
782;Ferrari;Cedar Essence;360;106.0;100;edp;Men;woody;patchouli amber;marine watermelon;4.04;AMLAQ;3.09;135;woody patchouli amber marine watermelon edp;43;6;0
783;J.CASANOVA;Plaisir;148;75.75;100;edp;Women;oriental;amber;musk;4.08;top langri;4.02;347;oriental amber musk edp;23;4;0
784;DORALL COLLECTION;Islanders;9;9.0;100;edt;Men;woody;guaiac wood oakmoss patchouli ambergris;bay leaf jasmine;3.04;Beauty Gallery;3.07;59;woody guaiac wood oakmoss patchouli ambergris bay leaf jasmine edt;66;10;0
785;Calvin Klein;CK One;265;98.0;200;edt;Unisex;citrus;sandalwood amber musk cedar oakmoss;nutmeg violet orris root jasmine lilyofthevalley rose;4.05;noon;4.02;98.1K;citrus sandalwood amber musk cedar oakmoss nutmeg violet orris root jasmine lilyofthevalley rose edt;100;14;1
787;al raheeb;Oud Khurafi;36;36.0;100;edp;Unisex;fresh;cashmeran ambroxan musk;woody;5.0;beautiful lady;445.0;8;fresh cashmeran ambroxan musk woody edp;39;6;0
789;PACO RABANNE;Black Xs Potion;162;162.0;100;edt;Men;woody;labdanum rum;wormwood cashmere wood;4.03;Beautiful Live;412.0;7;woody labdanum rum wormwood cashmere wood edt;45;7;0
790;JAGUAR;Vision III;347;120.0;100;edt;Men;woody;sandalwood patchouli tonka bean cedar vanilla musk;jasmine marine notes;3.08;magic flower;3.06;5;woody sandalwood patchouli tonka bean cedar vanilla musk jasmine marine notes edt;81;12;1
791;VERSACE;Crystal Noir;27;16.02;5;edt;Women;arabian;amber musk sandalwood;orange blossom gardenia peony;4.04;noon;4.02;98.1K;arabian amber musk sandalwood orange blossom gardenia peony edt;63;9;0
792;Dolce & Gabbana;Pour Femme;566;195.0;100;edp;Women;floral;guimave vanilla heliotrope sandalwood;jasmine orange blossom;5.0;Parfume-Stor;4.01;66;floral guimave vanilla heliotrope sandalwood jasmine orange blossom edp;71;9;1
794;Roberto Cavalli;Florence;500;154.95;75;edp;Women;floral;patchouli amber musk;orange blossom hibiscus seed grapefruit blossom;4.07;noon;4.02;98.1K;floral patchouli amber musk orange blossom hibiscus seed grapefruit blossom edp;79;10;1
795;Milton Lloyd;Hawaii London;51;23.0;55;edt;Women;floral;woody notes musk;jasmine rose;4.0;hawas;4.02;9;floral woody notes musk jasmine rose edt;40;7;0
797;VERSACE;Crystal Noir;447;215.0;90;edt;Women;spicy;sandalwood musk amber;orange blossom peony gardenia coconut;4.08;noon;4.02;98.1K;spicy sandalwood musk amber orange blossom peony gardenia coconut edt;69;10;0
802;J.CASANOVA;Vivaldi;87;87.0;100;edp;Women;fresh;tonka bean patchouli opoponax vanilla vetiver white musk;mimosa jasmine turkish rose ylangylang;5.0;Ryhana Perfume;4.02;25;fresh tonka bean patchouli opoponax vanilla vetiver white musk mimosa jasmine turkish rose ylangylang edp;105;15;1
804;Dunhill;Desire Blue;280;68.0;100;edt;Men;fresh;tonka bean musk amber benzoin;orange brazilian rosewood sea notes;4.03;Modon;3.09;71;fresh tonka bean musk amber benzoin orange brazilian rosewood sea notes edt;75;12;1
805;AZZARO;Chrome;121;121.0;100;edt;Men;citrus;sandalwood tonka bean musk oakmoss cedar brazilian rosewood cardamom;cyclamen coriander jasmine oakmoss;5.0;Instant;3.07;44;citrus sandalwood tonka bean musk oakmoss cedar brazilian rosewood cardamom cyclamen coriander jasmine oakmoss edt;114;14;1
806;Yves Saint Laurent;Black Opium;620;364.65;90;edp;Women;vanilla;musk white wood;jasmine tea orrange blossom coffee;4.08;noon;4.02;98.1K;vanilla musk white wood jasmine tea orrange blossom coffee edp;62;10;0
809;GUESS;Seductive;177;86.75;75;edt;Women;spicy;vanille olibanum cashmere wood;jasmine african orange flower orris root;5.0;noon;4.02;98.1K;spicy vanille olibanum cashmere wood jasmine african orange flower orris root edt;81;12;1
810;HUGO BOSS;Boss The Scent;535;155.0;100;edp;Women;fruity;cacao;osmanthus;4.06;hadayiq baris;3.08;122;fruity cacao osmanthus edp;26;4;0
811;AVON;Today Tomorrow Always;98.95;98.95;75;edt;Men;citrus;sandalwood patchouli amber;anise;5.0;Victoria;3.06;30;citrus sandalwood patchouli amber anise edt;43;6;0
813;MB;Tim Tom Leather Black;19;19.0;100;edp;Men;fresh;rose vanilla ginger;pine cardamom lavender rosemary;3.03;Beautify;3.06;528;fresh rose vanilla ginger pine cardamom lavender rosemary edp;61;9;0
814;DIESEL;Plus Plus Masculine;50;30.0;75;edt;Men;spicy;vetiver musk sandalwood patchouli oak moss nutmeg clove cinnamon tonka bean anise;jasmine birch sage cardamom coriander lilyofthevalley violet green notes;4.05;Attractive perfume;3.05;244;spicy vetiver musk sandalwood patchouli oak moss nutmeg clove cinnamon tonka bean anise jasmine birch sage cardamom coriander lilyofthevalley violet green notes edt;164;23;2
815;LACOSTE;EDTTouch Of Pink For Wom;335;89.0;90;edt;Women;citrus;woody musk vanilla;jasmine carrot spicy coriander;4.08;Cute Shop;3.07;98;citrus woody musk vanilla jasmine carrot spicy coriander edt;60;9;0
816;GUCCI;Guilty Absolute;515;230.0;90;edp;Men;woody;woody notes vetiver;patchouli cypress;4.01;Rayhanti;3.08;537;woody woody notes vetiver patchouli cypress edp;47;6;0
817;AMOUAGE;Epic;653;653.0;100;edp;Women;jasmine;rose geranium jasmine tea;rose geranium jasmine tea;4.03;Beautiful Live;412.0;7;jasmine rose geranium jasmine tea rose geranium jasmine tea edp;63;5;0
818;VERSACE;Bright Crystal;430;169.95;90;edt;Women;floral;amber musk mahogany;peonylotus magnolia;4.08;noon;4.02;98.1K;floral amber musk mahogany peonylotus magnolia edt;50;7;0
819;MB;Sweetheart Rockstar;10.08;10.08;100;edp;Women;fresh;rose vanilla ginger;pine cardamom lavender rosemary;4.05;Beautify;3.06;531;fresh rose vanilla ginger pine cardamom lavender rosemary edp;61;9;0
821;DAVIDOFF;Hot Water;215;76.95;110;edt;Men;arabian;styrax benzoin;pimento patchouli;4.06;AMLAQ;3.09;135;arabian styrax benzoin pimento patchouli edt;44;6;0
822;ST Dupont;Passenger;103;103.0;100;edt;Men;spicy;guaiac wood benzoin;ginger cardamom pink pepper lavender;5.0;Beautiful Live;412.0;7;spicy guaiac wood benzoin ginger cardamom pink pepper lavender edt;66;10;0
825;joop;Homme;223;55.0;125;edt;Men;citrus;vanilla tonka bean patchouli sandalwood;jasmine lily of valley heliotrope cinnamon;4.04;hadayiq baris;3.08;122;citrus vanilla tonka bean patchouli sandalwood jasmine lily of valley heliotrope cinnamon edt;93;13;1
827;TESORI D´ORIENTE;White Musk;60;39.95;100;edt;Men;woody;aldehyde jasmine white flowers;rose;4.02;B.A.G;3.08;14.1K;woody aldehyde jasmine white flowers rose edt;45;7;0
828;STELLA MCCARTNEY;Stella;460;197.95;100;edp;Women;floral;amber;rose;4.08;noon;4.02;98.1K;floral amber rose edp;21;4;0
830;Alina Corel;For Ever;33.85;33.85;100;edp;Men;spicy;guaiac wood benzoin;ginger cardamom pink pepper lavender;5.0;Beautiful Live;412.0;7;spicy guaiac wood benzoin ginger cardamom pink pepper lavender edp;66;10;0
834;PACO RABANNE;1 Million;395;172.0;100;edt;Men;woody;leather woody notes amber indian patchouli;rose cinnamon spicy notes;4.06;Al-Najm;3.07;347;woody leather woody notes amber indian patchouli rose cinnamon spicy notes edt;78;10;1
837;TED LAPIDUS;Creation;101;50.0;100;edt;Women;floral;jasmine rose tuberose carnation;jasmine rose tuberose carnation;4.07;alkhalijiah  perfume;3.05;88;floral jasmine rose tuberose carnation jasmine rose tuberose carnation edt;74;6;1
838;Guerlain;L'Instant Magic;725;422.0;100;edp;Women;woody;wood almond;rose freesia;4.07;PARFUM.1990;3.05;33;woody wood almond rose freesia edp;34;6;0
839;Lattafa;Rouat Al Musk;68;38.95;100;edp;Women;oriental;vanilla amber;jasmine white flowers sandalwood;4.08;noon;4.02;98.1K;oriental vanilla amber jasmine white flowers sandalwood edp;59;8;0
840;Dunhill;London;290;109.65;75;edt;Men;arabian;patchouli sandalwood tonka bean vanilla musk;rose geranium jasmine;3.04;AMLAQ;3.09;135;arabian patchouli sandalwood tonka bean vanilla musk rose geranium jasmine edt;78;11;1
841;TRI;En Joy;10;9.09;100;edt;Women;floral;sandalwood cedar patchoulli musk benzoin;rose jasmine cassis peach;4.01;Parisian Store;3.09;425;floral sandalwood cedar patchoulli musk benzoin rose jasmine cassis peach edt;77;11;1
842;Mancera;Roses Greedy;450;258.95;120;edp;Unisex;floral;white musk amber vanilla sugar benzoin;rose jasmine flowers;4.06;noon;4.02;98.1K;floral white musk amber vanilla sugar benzoin rose jasmine flowers edp;70;11;1
844;BURBERRY;Mr. Burberry;515;179.95;100;edp;Men;woody;patchouli amber sandalwood vetiver benzoin cinnamon;lavender cedar nutmeg;4.05;noon;4.02;98.1K;woody patchouli amber sandalwood vetiver benzoin cinnamon lavender cedar nutmeg edp;83;11;1
845;DORALL COLLECTION;Oud Maaruf;29;11.49;100;edt;Men;arabian;sandalwood musk woody amber patchouli oudh dry woodyamber amber;rose raspberry dried fruits ylang geranium jasmin orris muguet saffron;4.0;B.A.G;4.02;14.1K;arabian sandalwood musk woody amber patchouli oudh dry woodyamber amber rose raspberry dried fruits ylang geranium jasmin orris muguet saffron edt;146;20;2
849;Mancera;Roses Vanille;450;285.0;120;edp;Women;arabian;cedar vanilla sugar white musk;rose sugar;4.09;AMLAQ;3.09;135;arabian cedar vanilla sugar white musk rose sugar edp;53;8;0
850;Mancera;Roses Vanille;450;239.95;120;edp;Women;arabian;vanilla sugar white musk cedar;rose sugar;4.07;noon;4.02;98.1K;arabian vanilla sugar white musk cedar rose sugar edp;53;8;0
853;BVLGARI;Man In Black;485;187.0;100;edp;Men;spicy;tonka bean guaiac wood benzoin;leather iris tuberose;4.06;Kado Store;3.06;20;spicy tonka bean guaiac wood benzoin leather iris tuberose edp;62;10;0
856;Alina Corel;Monsieur Oud;51;30.95;100;edp;Unisex;musk;cedar musk;rose water;4.05;noon;4.02;98.1K;musk cedar musk rose water edp;30;5;0
857;VERSACE;Eros;510;208.0;100;edp;Women;citrus;sandalwood ambroxan woodsy notes musk;lemon blossom jasmine sambac jasmine peony;4.05;King-Perfume;3.06;450;citrus sandalwood ambroxan woodsy notes musk lemon blossom jasmine sambac jasmine peony edp;91;12;1
858;VERSACE;Eros;510;234.95;100;edp;Women;citrus;musk ambroxan woodsy notes sandalwood;lemon blossom jasmine sambac jasmine peony;4.06;noon;4.02;98.1K;citrus musk ambroxan woodsy notes sandalwood lemon blossom jasmine sambac jasmine peony edp;91;12;1
861;LALIQUE;Encre Noire;165;140.0;100;edt;Men;woody;sandalwood;lemongrass;4.04;kikup;3.06;23;woody sandalwood lemongrass edt;31;4;0
865;GUCCI;Rush 2;576;361.0;50;edt;Women;floral;oakmoss musk black currant;lily gardenia plam tree narcissus;4.04;Tiffany;4.01;5;floral oakmoss musk black currant lily gardenia plam tree narcissus edt;71;11;1
868;Jean Paul GAULTIER;Scandal;505;354.95;80;edp;Women;floral;vanilla musk labdanum;tiare flower jasmine orange blossom;4.05;noon;4.02;98.1K;floral vanilla musk labdanum tiare flower jasmine orange blossom edp;68;10;0
869;ARMAND BASI;In Red;275;107.95;100;edt;Women;citrus;palisander rosemary oakmoss white musk amber vanilla praline woody notes;lily jasmine violet leaf rose blackcurrant pink pepper peony;4.05;Parvant Store;4.01;76;citrus palisander rosemary oakmoss white musk amber vanilla praline woody notes lily jasmine violet leaf rose blackcurrant pink pepper peony edt;144;21;2
870;VERSACE;Eros;430;202.0;100;edt;Men;arabian;madagascar vanilla virginian cedar atlas cedar vetiver oakmoss;tonka bean geranium ambroxan;4.05;noon;4.02;98.1K;arabian madagascar vanilla virginian cedar atlas cedar vetiver oakmoss tonka bean geranium ambroxan edt;103;13;1
871;Yves Saint Laurent;Manifesto;725;207.85;90;edp;Women;floral;cedar sandalwood vanilla tonka bean;lilyofthevalley jasmine sambac;3.0;Number One;4.01;63;floral cedar sandalwood vanilla tonka bean lilyofthevalley jasmine sambac edp;77;10;1
872;GUCCI;Bloom;695;325.65;100;edp;Women;floral;rangoon creeper;tuberose;4.06;noon;4.02;98.1K;floral rangoon creeper tuberose edp;35;5;0
873;GUCCI;Guilty;354;213.95;75;edt;Women;floral;lily wild strawberry;litchi;4.08;AMLAQ;3.09;135;floral lily wild strawberry litchi edt;38;6;0
874;GUCCI;Bloom;573;315.85;100;edp;Women;floral;rangoon creeper;tuberose;4.02;noon;4.02;98.1K;floral rangoon creeper tuberose edp;35;5;0
875;VERSACE;Crystal Noir;447;172.0;90;edp;Women;floral oriental;sandalwood cashmeran vanilla pod heliotropine;tuberose frangipani jasmine dry;4.04;flower;4.02;98;floral oriental sandalwood cashmeran vanilla pod heliotropine tuberose frangipani jasmine dry edp;97;12;1
876;HUGO BOSS;Boss The Scent;426;133.0;100;edt;Men;spicy;leather;maninka fruit lavender;4.06;Perfume Ms;4.01;537;spicy leather maninka fruit lavender edt;40;6;0
877;GUCCI;Bloom Nettare Di Fiori;630;329.85;100;edp;Women;floral;patchoulie musk schijnhulst;tuberose honeysuckle jasmine;4.03;noon;4.02;98.1K;floral patchoulie musk schijnhulst tuberose honeysuckle jasmine edp;67;8;0
879;LACOSTE;L.12.12 Blanc;244;88.0;100;edt;Men;woody;leather suede cedar;mexican tuberose ylangylang;3.07;hadayiq baris;3.08;122;woody leather suede cedar mexican tuberose ylangylang edt;57;8;0
882;Niya;Hawaiian Musk;99;49.0;100;edp;Men;woody;musk oakmoss vanilla;moroccan jasmine patchouli birch rose;4.05;noon;4.02;98.1K;woody musk oakmoss vanilla moroccan jasmine patchouli birch rose edp;68;10;0
883;Genie Collection;Premium;35;14.05;25;edp;Unisex;oriental;amber patchouli musk;tuberose ylangylang jasmine;5.0;Genie collection;3.08;32;oriental amber patchouli musk tuberose ylangylang jasmine edp;61;8;0
884;GUESS;Homme;210;98.0;100;edt;Men;spicy;patchouli sandalwood amber musk;vanilla orchid violet leaves vetiver;4.04;Star.perfume;3.05;537;spicy patchouli sandalwood amber musk vanilla orchid violet leaves vetiver edt;78;11;1
886;Niya;Prive Maison Sandalwood;247;99.0;100;edp;Men;woody;sandalwood vanilla musk;muguet violet tuberose;4.07;noon;4.02;98.1K;woody sandalwood vanilla musk muguet violet tuberose edp;56;8;0
888;Roberto Cavalli;Just Cavalli;357;101.95;90;edt;Men;woody;leather;vetiver;4.08;noon;4.02;98.1K;woody leather vetiver edt;25;4;0
889;AVON;Tomorrow;130;70.0;50;edp;Women;floral;powdery floral woody balsamic rose;musk;4.05;Tiffany;4.01;54;floral powdery floral woody balsamic rose musk edp;50;7;0
890;J.CASANOVA;Plaisir;148;75.75;100;edp;Women;oriental;amber;musk;4.08;top langri;4.03;347;oriental amber musk edp;23;4;0
891;Givenchy;Pour Homme;375;117.85;100;edt;Men;spicy;labdanum cedar;vetiver lavender extract;4.07;hadayiq baris;3.08;122;spicy labdanum cedar vetiver lavender extract edt;49;7;0
894;Calvin Klein;CK One;265;98.0;200;edt;Unisex;citrus;sandalwood amber musk cedar oakmoss;nutmeg violet orris root jasmine lilyofthevalley rose;4.05;noon;4.02;98.1K;citrus sandalwood amber musk cedar oakmoss nutmeg violet orris root jasmine lilyofthevalley rose edt;100;14;1
898;HUGO BOSS;Nuit;415;162.0;75;edp;Women;floral;sandalwood crystal moss warm woods;violet jasmin white florals;4.08;AMLAQ;3.09;135;floral sandalwood crystal moss warm woods violet jasmin white florals edp;73;11;1
899;Roberto Cavalli;Florence;500;154.95;75;edp;Women;floral;patchouli amber musk;orange blossom hibiscus seed grapefruit blossom;4.07;noon;4.02;98.1K;floral patchouli amber musk orange blossom hibiscus seed grapefruit blossom edp;79;10;1
900;Elizabeth Taylor;White Diamonds;220;118.85;100;edt;Women;floral;oak moss patchouli musk sandalwood amber;violet rose jasmine ylangylang;4.03;noon;4.02;98.1K;floral oak moss patchouli musk sandalwood amber violet rose jasmine ylangylang edt;82;12;1
903;Dolce & Gabbana;3 L'Imperatrice;300;156.75;100;edt;Women;floral;citrus wood musks sandalwood;watermelon cyclamen jasmine;4.06;noon;4.02;98.1K;floral citrus wood musks sandalwood watermelon cyclamen jasmine edt;67;9;0
904;Roberto;Paradiso Assoluto;515;127.65;75;edp;Women;floral;patchouli sandalwood vanilla cashmeran;wild jasmine red lily passionfruit;4.05;noon;4.02;98.1K;floral patchouli sandalwood vanilla cashmeran wild jasmine red lily passionfruit edp;84;11;1
906;Roberto Cavalli;Paradiso Assoluto;515;139.0;75;edp;Women;floral;patchouli sandalwood vanilla cashmeran;wild jasmine red lily passionfruit;5.0;noon;4.02;98.1K;floral patchouli sandalwood vanilla cashmeran wild jasmine red lily passionfruit edp;84;11;1
909;Roberto Cavalli;Paradiso Azzuro;499;175.0;75;edp;Women;fruity;cypress cashmere wood amberwood sandalwood;wild jasmine watery notes apple peach rose tuberose;4.07;AMLAQ;3.09;135;fruity cypress cashmere wood amberwood sandalwood wild jasmine watery notes apple peach rose tuberose edp;105;15;1
910;Roberto Cavalli;Paradiso Azzurro;499;165.0;75;edp;Women;fruity;cypress cashmere wood amber wood sandalwood vanilla;wild jasmine watery notes apple tuberose peach rose;4.07;Beauty Group;4.02;124;fruity cypress cashmere wood amber wood sandalwood vanilla wild jasmine watery notes apple tuberose peach rose edp;114;16;1
911;Roberto Cavalli;Women;430;103.0;75;edp;Women;arabian;benzointonka beansvanilla;orange tree blossom;5.0;rich&light;3.05;69;arabian benzointonka beansvanilla orange tree blossom edp;57;7;0
912;GUESS;Dare;170;75.0;100;edt;Women;citrus;coconut accords wood musk;wild rose elegant jasmine;4.09;noon;4.02;98.1K;citrus coconut accords wood musk wild rose elegant jasmine edt;62;10;0
913;Dunhill;Desire Blue;280;68.0;100;edt;Men;fresh;tonka bean musk amber benzoin;orange brazilian rosewood sea notes;4.03;Modon;3.06;71;fresh tonka bean musk amber benzoin orange brazilian rosewood sea notes edt;75;12;1
914;BURBERRY;For Women EDP Natural Sp;378;153.75;100;edp;Women;fruity;musk vanilla;woodyfloral sandalwood cedar;4.08;noon;4.02;98.1K;fruity musk vanilla woodyfloral sandalwood cedar edp;52;7;0
916;JOVAN;Musk Cologne Sp;55;19.0;59;edt;Women;woody;musk amber wood;ylangylang;4.07;Cute;3.07;1.9K;woody musk amber wood ylangylang edt;36;6;0
918;HUGO BOSS;The Scent;535;155.0;100;edp;Women;fruity;cacao;osmanthus;4.05;noon;4.02;98.1K;fruity cacao osmanthus edp;26;4;0
919;DAVIDOFF;Adventure;210;219.0;100;edt;Men;woody;vetivercederwhitemusk;warm spices of wild aromatic black sesame south american pimento;4.05;garmid;3.07;98;woody vetivercederwhitemusk warm spices of wild aromatic black sesame south american pimento edt;96;13;1
921;Dolce & Gabbana;3 L'Imperatrice;300;300.0;100;edt;Women;floral;citrus wood musks sandalwood;watermelon cyclamen jasmine;4.06;garmid;3.07;98;floral citrus wood musks sandalwood watermelon cyclamen jasmine edt;67;9;0
922;Mancera;Red Tobacco;590;340.0;120;edp;Men;woody;precious tobacco amber woody notes vetiver vanilla pods white musk;patchouli leaves jasmine;4.07;Faces;3.07;61;woody precious tobacco amber woody notes vetiver vanilla pods white musk patchouli leaves jasmine edp;101;14;1
924;Roberto;Paradiso Assoluto;515;515.0;75;edp;Women;floral;patchouli sandalwood vanilla cashmeran;wild jasmine red lily passionfruit;4.05;garmid;3.07;98;floral patchouli sandalwood vanilla cashmeran wild jasmine red lily passionfruit edp;84;11;1
925;Roberto Cavalli;Paradiso Assoluto;515;515.0;75;edp;Women;floral;patchouli sandalwood vanilla cashmeran;wild jasmine red lily passionfruit;5.0;garmid;3.07;98;floral patchouli sandalwood vanilla cashmeran wild jasmine red lily passionfruit edp;84;11;1
926;GUCCI;Guilty Absolute;515;230.0;90;edp;Men;woody;woody notes vetiver;patchouli cypress;4.01;Rayhanti;3.05;537;woody woody notes vetiver patchouli cypress edp;47;6;0
927;VERSACE;Bright Crystal;430;169.95;90;edt;Women;floral;amber musk mahogany;peonylotus magnolia;4.08;noon;4.02;98.1K;floral amber musk mahogany peonylotus magnolia edt;50;7;0
928;Roberto Cavalli;Paradiso Azzuro;499;499.0;75;edp;Women;fruity;cypress cashmere wood amberwood sandalwood;wild jasmine watery notes apple peach rose tuberose;4.07;garmid;3.07;135;fruity cypress cashmere wood amberwood sandalwood wild jasmine watery notes apple peach rose tuberose edp;105;15;1
929;Dunhill;Custom;330;89.85;100;edt;Men;floral;virginia cedar incense;pepper;4.03;noon;4.02;98.1K;floral virginia cedar incense pepper edt;40;6;0
930;Roberto Cavalli;Paradiso Azzurro;499;499.0;75;edp;Women;fruity;cypress cashmere wood amber wood sandalwood vanilla;wild jasmine watery notes apple tuberose peach rose;4.07;garmid;3.07;124;fruity cypress cashmere wood amber wood sandalwood vanilla wild jasmine watery notes apple tuberose peach rose edp;114;16;1
931;GUESS;Dare;170;75.0;100;edt;Women;citrus;coconut accords wood musk;wild rose elegant jasmine;4.09;noon;3.07;98.1K;citrus coconut accords wood musk wild rose elegant jasmine edt;62;10;0
932;DAVIDOFF;Hot Water;215;76.95;110;edt;Men;arabian;styrax benzoin;pimento patchouli;4.06;AMLAQ;3.09;135;arabian styrax benzoin pimento patchouli edt;44;6;0
933;BURBERRY;For Women EDP Natural Sp;378;153.75;100;edp;Women;fruity;musk vanilla;woodyfloral sandalwood cedar;4.08;garmid;3.07;98;fruity musk vanilla woodyfloral sandalwood cedar edp;52;7;0
934;Dolce & Gabbana;K;338;269.0;100;edt;Men;woody;blood orange pressed sicilian lemon juniper berries;pimento clary sage geranium lavandin;4.01;Grass gulf;3.07;98;woody blood orange pressed sicilian lemon juniper berries pimento clary sage geranium lavandin edt;98;14;1
