no,brand,name,old_price,new_price,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,combined_notes,cluster
768,Estee Lauder,Wood Mystique,784,479.0,100,edp,Unisex,woody,patchouli virginia cedar benzoin agarwood leather raspberry,iris jasmine ylangylang rose mimosa,5.0,Alabeer,4.0,5,woody patchouli virginia cedar benzoin agarwood leather raspberry iris jasmine ylangylang rose mimosa,1
770,ARMAND BASI,In Red,275,107.95,100,edt,Women,citrus,palisander rosemary oakmoss white musk amber vanilla praline woody notes,lily jasmine violet leaf rose blackcurrant pink pepper peony,4.05,Parvant Store,3.09,76,citrus palisander rosemary oakmoss white musk amber vanilla praline woody notes lily jasmine violet leaf rose blackcurrant pink pepper peony,1
773,GUCCI,Guilty,354,213.95,75,edt,Women,floral,lily and wild strawberry,litchi,4.08,AMLAQ,3.09,135,floral lily and wild strawberry litchi,0
774,PACO RABANNE,One Million,319,319.0,200,edt,Men,woody,amber leather,cinnamon rose,4.05,Number One,3.05,75,woody amber leather cinnamon rose,2
775,VERSACE,Bright Crystal,63,21.04,5,edt,Women,floral,plants musk and red woods,lotus peony magnolia,4.05,noon,4.02,98.1K,floral plants musk and red woods lotus peony magnolia,0
777,DAVIDOFF,The Game,215,83.95,100,edt,Men,woody,ebony wood,iris woody notes,4.09,noon,4.02,98.1K,woody ebony wood iris woody notes,2
778,HUGO BOSS,Boss The Scent,426,133.0,100,edt,Men,spicy,leather,maninka fruit and lavender,4.06,Perfume Ms,3.09,537,spicy leather maninka fruit and lavender,2
779,SWISS ARABIAN,Bakhoor Al Arais,15,15.0,50,edp,Unisex,arabian,amber palisander rosewood,cedar spicy,4.06,hawas,454.0,9,arabian amber palisander rosewood cedar spicy,2
780,PACO RABANNE,Invictus Intense,199,199.0,100,edt,Men,spicy,ambergris amber salt,laurels whiskey,4.07,Parfume-Stor,3.09,537,spicy ambergris amber salt laurels whiskey,0
782,Ferrari,Cedar Essence,360,106.0,100,edp,Men,woody,patchouli and amber,marine and watermelon,4.04,AMLAQ,3.09,135,woody patchouli and amber marine and watermelon,2
783,J.CASANOVA,Plaisir,148,75.75,100,edp,Women,oriental,amber,musk,4.08,top langri,4.02,347,oriental amber musk,1
784,DORALL COLLECTION,Islanders,9,9.0,100,edt,Men,woody,guaiac wood oakmoss patchouli ambergris,bay leaf jasmine,3.04,Beauty Gallery,3.07,59,woody guaiac wood oakmoss patchouli ambergris bay leaf jasmine,2
785,Calvin Klein,CK One,265,98.0,200,edt,Unisex,citrus,sandalwood amber musk cedar and oakmoss,nutmeg violet orris root jasmine lilyofthevalley and rose,4.05,noon,4.02,98.1K,citrus sandalwood amber musk cedar and oakmoss nutmeg violet orris root jasmine lilyofthevalley and rose,1
787,al raheeb,Oud Khurafi,36,36.0,100,edp,Unisex,fresh,cashmeran ambroxan musk,woody,5.0,beautiful lady,445.0,8,fresh cashmeran ambroxan musk woody,2
789,PACO RABANNE,Black Xs Potion,162,162.0,100,edt,Men,woody,labdanum rum,wormwood cashmere wood,4.03,Beautiful Live,412.0,7,woody labdanum rum wormwood cashmere wood,2
790,JAGUAR,Vision III,347,120.0,100,edt,Men,woody,sandalwood patchouli tonka bean cedar vanilla and musk,jasmine and marine notes,3.08,magic flower,3.06,5,woody sandalwood patchouli tonka bean cedar vanilla and musk jasmine and marine notes,3
791,VERSACE,Crystal Noir,27,16.02,5,edt,Women,arabian,amber musk sandalwood,orange blossom gardenia peony,4.04,noon,4.02,98.1K,arabian amber musk sandalwood orange blossom gardenia peony,0
792,Dolce & Gabbana,Pour Femme,566,195.0,100,edp,Women,floral,guimave vanilla heliotrope and sandalwood,jasmine and orange blossom,5.0,Parfume-Stor,4.01,66,floral guimave vanilla heliotrope and sandalwood jasmine and orange blossom,0
794,Roberto Cavalli,Florence,500,154.95,75,edp,Women,floral,patchouli amber musk,orange blossom hibiscus seed grapefruit blossom,4.07,noon,4.02,98.1K,floral patchouli amber musk orange blossom hibiscus seed grapefruit blossom,0
795,Milton Lloyd,Hawaii London,51,23.0,55,edt,Women,floral,woody notes and musk,jasmine and rose,4.0,hawas,4.02,9,floral woody notes and musk jasmine and rose,1
797,VERSACE,Crystal Noir,447,215.0,90,edt,Women,spicy,sandalwood musk amber,orange blossom peony gardenia coconut,4.08,noon,4.02,98.1K,spicy sandalwood musk amber orange blossom peony gardenia coconut,0
802,J.CASANOVA,Vivaldi,87,87.0,100,edp,Women,fresh,tonka bean patchouli opoponax vanilla vetiver and white musk,mimosa jasmine turkish rose and ylangylang,5.0,Ryhana Perfume,4.02,25,fresh tonka bean patchouli opoponax vanilla vetiver and white musk mimosa jasmine turkish rose and ylangylang,3
804,Dunhill,Desire Blue,280,68.0,100,edt,Men,fresh,tonka bean musk amber and benzoin,orange brazilian rosewood and sea notes,4.03,Modon,3.09,71,fresh tonka bean musk amber and benzoin orange brazilian rosewood and sea notes,3
805,AZZARO,Chrome,121,121.0,100,edt,Men,citrus,sandalwood tonka bean musk oakmoss cedar brazilian rosewood and cardamom,cyclamen coriander jasmine and oakmoss,5.0,Instant,3.07,44,citrus sandalwood tonka bean musk oakmoss cedar brazilian rosewood and cardamom cyclamen coriander jasmine and oakmoss,3
806,Yves Saint Laurent,Black Opium,620,364.65,90,edp,Women,vanilla,musk white wood,jasmine tea orrange blossom coffee,4.08,noon,4.02,98.1K,vanilla musk white wood jasmine tea orrange blossom coffee,0
809,GUESS,Seductive,177,86.75,75,edt,Women,spicy,vanille olibanum and cashmere wood,jasmine african orange flower and orris root,5.0,noon,4.02,98.1K,spicy vanille olibanum and cashmere wood jasmine african orange flower and orris root,0
810,HUGO BOSS,Boss The Scent,535,155.0,100,edp,Women,fruity,cacao,osmanthus,4.06,hadayiq baris,3.08,122,fruity cacao osmanthus,0
811,AVON,Today Tomorrow Always,98.95,98.95,75,edt,Men,citrus,sandalwood patchouli amber,anise,5.0,Victoria,3.06,30,citrus sandalwood patchouli amber anise,1
813,MB,Tim Tom Leather Black,19,19.0,100,edp,Men,fresh,rose vanilla ginger,pine cardamom lavender rosemary,3.03,Beautify,3.06,528,fresh rose vanilla ginger pine cardamom lavender rosemary,2
814,DIESEL,Plus Plus Masculine,50,30.0,75,edt,Men,spicy,vetiver musk sandalwood patchouli oak moss nutmeg clove cinnamon tonka bean and anise,jasmine birch sage cardamom coriander lilyofthevalley violet and green notes,4.05,Attractive perfume,3.05,244,spicy vetiver musk sandalwood patchouli oak moss nutmeg clove cinnamon tonka bean and anise jasmine birch sage cardamom coriander lilyofthevalley violet and green notes,2
815,LACOSTE,EDTTouch Of Pink For Wom,335,89.0,90,edt,Women,citrus,woody musk and vanilla,jasmine carrot and spicy coriander,4.08,Cute Shop,3.07,98,citrus woody musk and vanilla jasmine carrot and spicy coriander,2
816,GUCCI,Guilty Absolute,515,230.0,90,edp,Men,woody,woody notes vetiver,patchouli cypress,4.01,Rayhanti,3.08,537,woody woody notes vetiver patchouli cypress,2
817,AMOUAGE,Epic,653,653.0,100,edp,Women,jasmine,rose geranium jasmine tea,rose geranium jasmine tea,4.03,Beautiful Live,412.0,7,jasmine rose geranium jasmine tea rose geranium jasmine tea,1
818,VERSACE,Bright Crystal,430,169.95,90,edt,Women,floral,amber musk mahogany,peonylotus magnolia,4.08,noon,4.02,98.1K,floral amber musk mahogany peonylotus magnolia,0
819,MB,Sweetheart Rockstar,10.08,10.08,100,edp,Women,fresh,rose vanilla ginger,pine cardamom lavender rosemary,4.05,Beautify,3.06,531,fresh rose vanilla ginger pine cardamom lavender rosemary,2
821,DAVIDOFF,Hot Water,215,76.95,110,edt,Men,arabian,styrax benzoin,pimento and patchouli,4.06,AMLAQ,3.09,135,arabian styrax benzoin pimento and patchouli,3
822,ST Dupont,Passenger,103,103.0,100,edt,Men,spicy,guaiac wood benzoin,ginger cardamom pink pepper and lavender,5.0,Beautiful Live,412.0,7,spicy guaiac wood benzoin ginger cardamom pink pepper and lavender,2
825,joop,Homme,223,55.0,125,edt,Men,citrus,vanilla tonka bean patchouli sandalwood,jasmine lily of the valley heliotrope cinnamon,4.04,hadayiq baris,3.08,122,citrus vanilla tonka bean patchouli sandalwood jasmine lily of the valley heliotrope cinnamon,3
827,TESORI D´ORIENTE,White Musk,60,39.95,100,edt,Men,woody,aldehyde jasmine white flowers,rose,4.02,B.A.G,3.08,14.1K,woody aldehyde jasmine white flowers rose,1
828,STELLA MCCARTNEY,Stella,460,197.95,100,edp,Women,floral,amber,rose,4.08,noon,4.02,98.1K,floral amber rose,1
830,Alina Corel,For Ever,33.85,33.85,100,edp,Men,spicy,guaiac wood benzoin,ginger cardamom pink pepper and lavender,5.0,Beautiful Live,412.0,7,spicy guaiac wood benzoin ginger cardamom pink pepper and lavender,2
834,PACO RABANNE,1 Million,395,172.0,100,edt,Men,woody,leather woody notes amber indian patchouli,rose cinnamon spicy notes,4.06,Al-Najm,3.07,347,woody leather woody notes amber indian patchouli rose cinnamon spicy notes,2
837,TED LAPIDUS,Creation,101,50.0,100,edt,Women,floral,jasmine rose tuberose carnation,jasmine rose tuberose carnation,4.07,alkhalijiah  perfume,3.05,88,floral jasmine rose tuberose carnation jasmine rose tuberose carnation,0
838,Guerlain,L'Instant Magic,725,422.0,100,edp,Women,woody,wood almond,rose freesia,4.07,PARFUM.1990,3.05,33,woody wood almond rose freesia,1
839,Lattafa,Rouat Al Musk,68,38.95,100,edp,Women,oriental,vanilla and amber,jasmine white flowers and sandalwood,4.08,noon,4.02,98.1K,oriental vanilla and amber jasmine white flowers and sandalwood,1
840,Dunhill,London,290,109.65,75,edt,Men,arabian,patchouli sandalwood tonka bean vanilla and musk,rose geranium and jasmine,3.04,AMLAQ,3.09,135,arabian patchouli sandalwood tonka bean vanilla and musk rose geranium and jasmine,3
841,TRI,En Joy,10,9.09,100,edt,Women,floral,sandalwood cedar patchoulli musk benzoin,rose jasmine cassis peach,4.01,Parisian Store,3.09,425,floral sandalwood cedar patchoulli musk benzoin rose jasmine cassis peach,1
842,Mancera,Roses Greedy,450,258.95,120,edp,Unisex,floral,white musk amber vanilla sugar benzoin,rose jasmine flowers,4.06,noon,4.02,98.1K,floral white musk amber vanilla sugar benzoin rose jasmine flowers,1
844,BURBERRY,Mr. Burberry,515,179.95,100,edp,Men,woody,patchouli amber sandalwood vetiver benzoin and cinnamon,lavender cedar nutmeg,4.05,noon,4.02,98.1K,woody patchouli amber sandalwood vetiver benzoin and cinnamon lavender cedar nutmeg,2
845,DORALL COLLECTION,Oud Maaruf,29,11.49,100,edt,Men,arabian,sandalwood musk woody  amber patchouli oudh dry woodyamber amber,rose raspberry dried fruits ylang geranium jasmin orris muguet saffron,4.0,B.A.G,4.02,14.1K,arabian sandalwood musk woody  amber patchouli oudh dry woodyamber amber rose raspberry dried fruits ylang geranium jasmin orris muguet saffron,1
849,Mancera,Roses Vanille,450,285.0,120,edp,Women,arabian,cedar vanilla sugar white musk,rose sugar,4.09,AMLAQ,3.09,135,arabian cedar vanilla sugar white musk rose sugar,1
850,Mancera,Roses Vanille,450,239.95,120,edp,Women,arabian,vanilla sugar white musk cedar,rose sugar,4.07,noon,4.02,98.1K,arabian vanilla sugar white musk cedar rose sugar,1
853,BVLGARI,Man In Black,485,187.0,100,edp,Men,spicy,tonka bean guaiac wood benzoin,leather iris tuberose,4.06,Kado Store,3.06,20,spicy tonka bean guaiac wood benzoin leather iris tuberose,3
856,Alina Corel,Monsieur Oud,51,30.95,100,edp,Unisex,musk,cedar musk,rose water,4.05,noon,4.02,98.1K,musk cedar musk rose water,1
857,VERSACE,Eros,510,208.0,100,edp,Women,citrus,sandalwood ambroxan woodsy notes musk,lemon blossom jasmine sambac jasmine peony,4.05,King-Perfume,3.06,450,citrus sandalwood ambroxan woodsy notes musk lemon blossom jasmine sambac jasmine peony,0
858,VERSACE,Eros,510,234.95,100,edp,Women,citrus,musk ambroxan woodsy notes sandalwood,lemon blossom jasmine sambac jasmine peony,4.06,noon,4.02,98.1K,citrus musk ambroxan woodsy notes sandalwood lemon blossom jasmine sambac jasmine peony,0
861,LALIQUE,Encre Noire,165,140.0,100,edt,Men,woody,sandalwood,lemongrass,4.04,kikup,3.06,23,woody sandalwood lemongrass,2
865,GUCCI,Rush 2,576,361.0,50,edt,Women,floral,oakmoss musk black currant,lily gardenia plam tree narcissus,4.04,Tiffany,4.01,5,floral oakmoss musk black currant lily gardenia plam tree narcissus,0
868,Jean Paul GAULTIER,Scandal,505,354.95,80,edp,Women,floral,vanilla musk and labdanum,tiare flower jasmine and orange blossom,4.05,noon,4.02,98.1K,floral vanilla musk and labdanum tiare flower jasmine and orange blossom,0
869,ARMAND BASI,In Red,275,107.95,100,edt,Women,citrus,palisander rosemary oakmoss white musk amber vanilla praline woody notes,lily jasmine violet leaf rose blackcurrant pink pepper peony,4.05,Parvant Store,4.01,76,citrus palisander rosemary oakmoss white musk amber vanilla praline woody notes lily jasmine violet leaf rose blackcurrant pink pepper peony,1
870,VERSACE,Eros,430,202.0,100,edt,Men,arabian,madagascar vanilla virginian cedar atlas cedar vetiver oakmoss,tonka bean geranium ambroxan,4.05,noon,4.02,98.1K,arabian madagascar vanilla virginian cedar atlas cedar vetiver oakmoss tonka bean geranium ambroxan,3
871,Yves Saint Laurent,Manifesto,725,207.85,90,edp,Women,floral,cedar sandalwood vanilla tonka bean,lilyofthevalley jasmine sambac,3.0,Number One,4.01,63,floral cedar sandalwood vanilla tonka bean lilyofthevalley jasmine sambac,3
872,GUCCI,Bloom,695,325.65,100,edp,Women,floral,rangoon creeper,tuberose,4.06,noon,4.02,98.1K,floral rangoon creeper tuberose,0
873,GUCCI,Guilty,354,213.95,75,edt,Women,floral,lily and wild strawberry,litchi,4.08,AMLAQ,3.09,135,floral lily and wild strawberry litchi,0
874,GUCCI,Bloom,573,315.85,100,edp,Women,floral,rangoon creeper,tuberose,4.02,noon,4.02,98.1K,floral rangoon creeper tuberose,0
875,VERSACE,Crystal Noir,447,172.0,90,edp,Women,floral and oriental,sandalwood cashmeran vanilla pod and heliotropine,tuberose frangipani and jasmine dry,4.04,flower,4.02,98,floral and oriental sandalwood cashmeran vanilla pod and heliotropine tuberose frangipani and jasmine dry,0
876,HUGO BOSS,Boss The Scent,426,133.0,100,edt,Men,spicy,leather,maninka fruit and lavender,4.06,Perfume Ms,4.01,537,spicy leather maninka fruit and lavender,2
877,GUCCI,Bloom Nettare Di Fiori,630,329.85,100,edp,Women,floral,patchoulie musk schijnhulst,tuberose honeysuckle jasmine,4.03,noon,4.02,98.1K,floral patchoulie musk schijnhulst tuberose honeysuckle jasmine,0
879,LACOSTE,L.12.12 Blanc,244,88.0,100,edt,Men,woody,leather suede and cedar,mexican tuberose and ylangylang,3.07,hadayiq baris,3.08,122,woody leather suede and cedar mexican tuberose and ylangylang,2
882,Niya,Hawaiian Musk,99,49.0,100,edp,Men,woody,musk oakmoss vanilla,moroccan jasmine patchouli birch rose,4.05,noon,4.02,98.1K,woody musk oakmoss vanilla moroccan jasmine patchouli birch rose,1
883,Genie Collection,Premium,35,14.05,25,edp,Unisex,oriental,amber patchouli and musk,tuberose ylangylang and jasmine,5.0,Genie collection,3.08,32,oriental amber patchouli and musk tuberose ylangylang and jasmine,1
884,GUESS,Homme,210,98.0,100,edt,Men,spicy,patchouli sandalwood amber and musk,vanilla orchid violet leaves and vetiver,4.04,Star.perfume,3.05,537,spicy patchouli sandalwood amber and musk vanilla orchid violet leaves and vetiver,1
886,Niya,Prive Maison Sandalwood,247,99.0,100,edp,Men,woody,sandalwood vanilla musk,muguet violet tuberose,4.07,noon,4.02,98.1K,woody sandalwood vanilla musk muguet violet tuberose,1
888,Roberto Cavalli,Just Cavalli,357,101.95,90,edt,Men,woody,leather,vetiver,4.08,noon,4.02,98.1K,woody leather vetiver,2
889,AVON,Tomorrow,130,70.0,50,edp,Women,floral,powdery floral woody balsamic rose,musk,4.05,Tiffany,4.01,54,floral powdery floral woody balsamic rose musk,0
890,J.CASANOVA,Plaisir,148,75.75,100,edp,Women,oriental,amber,musk,4.08,top langri,4.03,347,oriental amber musk,1
891,Givenchy,Pour Homme,375,117.85,100,edt,Men,spicy,labdanum cedar,vetiver lavender extract,4.07,hadayiq baris,3.08,122,spicy labdanum cedar vetiver lavender extract,2
894,Calvin Klein,CK One,265,98.0,200,edt,Unisex,citrus,sandalwood amber musk cedar and oakmoss,nutmeg violet orris root jasmine lilyofthevalley and rose,4.05,noon,4.02,98.1K,citrus sandalwood amber musk cedar and oakmoss nutmeg violet orris root jasmine lilyofthevalley and rose,1
898,HUGO BOSS,Nuit,415,162.0,75,edp,Women,floral,sandalwood crystal moss and warm woods,violet jasmin and white florals,4.08,AMLAQ,3.09,135,floral sandalwood crystal moss and warm woods violet jasmin and white florals,0
899,Roberto Cavalli,Florence,500,154.95,75,edp,Women,floral,patchouli amber musk,orange blossom hibiscus seed grapefruit blossom,4.07,noon,4.02,98.1K,floral patchouli amber musk orange blossom hibiscus seed grapefruit blossom,0
900,Elizabeth Taylor,White Diamonds,220,118.85,100,edt,Women,floral,oak moss patchouli musk sandalwood and amber,violet rose jasmine and ylangylang,4.03,noon,4.02,98.1K,floral oak moss patchouli musk sandalwood and amber violet rose jasmine and ylangylang,1
903,Dolce & Gabbana,3 L'Imperatrice,300,156.75,100,edt,Women,floral,citrus wood musks and sandalwood,watermelon cyclamen and jasmine,4.06,noon,4.02,98.1K,floral citrus wood musks and sandalwood watermelon cyclamen and jasmine,0
904,Roberto,Paradiso Assoluto,515,127.65,75,edp,Women,floral,patchouli sandalwood vanilla cashmeran,wild jasmine red lily passionfruit,4.05,noon,4.02,98.1K,floral patchouli sandalwood vanilla cashmeran wild jasmine red lily passionfruit,0
906,Roberto Cavalli,Paradiso Assoluto,515,139.0,75,edp,Women,floral,patchouli sandalwood vanilla cashmeran,wild jasmine red lily passionfruit,5.0,noon,4.02,98.1K,floral patchouli sandalwood vanilla cashmeran wild jasmine red lily passionfruit,0
909,Roberto Cavalli,Paradiso Azzuro,499,175.0,75,edp,Women,fruity,cypress cashmere wood amberwood sandalwood,wild jasmine watery notes apple peach and rose tuberose,4.07,AMLAQ,3.09,135,fruity cypress cashmere wood amberwood sandalwood wild jasmine watery notes apple peach and rose tuberose,0
910,Roberto Cavalli,Paradiso Azzurro,499,165.0,75,edp,Women,fruity,cypress cashmere wood amber wood sandalwood vanilla,wild jasmine watery notes apple tuberose peach rose,4.07,Beauty Group,4.02,124,fruity cypress cashmere wood amber wood sandalwood vanilla wild jasmine watery notes apple tuberose peach rose,0
911,Roberto Cavalli,Women,430,103.0,75,edp,Women,arabian,benzointonka beansvanilla,orange tree blossom,5.0,rich&light,3.05,69,arabian benzointonka beansvanilla orange tree blossom,0
912,GUESS,Dare,170,75.0,100,edt,Women,citrus,coconut accords wood musk,wild rose elegant jasmine,4.09,noon,4.02,98.1K,citrus coconut accords wood musk wild rose elegant jasmine,1
913,Dunhill,Desire Blue,280,68.0,100,edt,Men,fresh,tonka bean musk amber and benzoin,orange brazilian rosewood and sea notes,4.03,Modon,3.06,71,fresh tonka bean musk amber and benzoin orange brazilian rosewood and sea notes,3
914,BURBERRY,For Women EDP Natural Sp,378,153.75,100,edp,Women,fruity,musk and vanilla,woodyfloral sandalwood and cedar,4.08,noon,4.02,98.1K,fruity musk and vanilla woodyfloral sandalwood and cedar,1
916,JOVAN,Musk Cologne Sp,55,19.0,59,edt,Women,woody,musk amber wood,ylangylang,4.07,Cute,3.07,1.9K,woody musk amber wood ylangylang,1
918,HUGO BOSS,The Scent,535,155.0,100,edp,Women,fruity,cacao,osmanthus,4.05,noon,4.02,98.1K,fruity cacao osmanthus,0
919,DAVIDOFF,Adventure,210,219.0,100,edt,Men,woody,vetivercederwhitemusk,warm spices of wild aromatic black sesame and south american pimento,4.05,garmid,3.07,98,woody vetivercederwhitemusk warm spices of wild aromatic black sesame and south american pimento,2
921,Dolce & Gabbana,3 L'Imperatrice,300,300.0,100,edt,Women,floral,citrus wood musks and sandalwood,watermelon cyclamen and jasmine,4.06,garmid,3.07,98,floral citrus wood musks and sandalwood watermelon cyclamen and jasmine,0
922,Mancera,Red Tobacco,590,340.0,120,edp,Men,woody,precious tobacco amber woody notes vetiver vanilla pods and white musk,patchouli leaves jasmine,4.07,Faces,3.07,61,woody precious tobacco amber woody notes vetiver vanilla pods and white musk patchouli leaves jasmine,1
924,Roberto,Paradiso Assoluto,515,515.0,75,edp,Women,floral,patchouli sandalwood vanilla cashmeran,wild jasmine red lily passionfruit,4.05,garmid,3.07,98,floral patchouli sandalwood vanilla cashmeran wild jasmine red lily passionfruit,0
925,Roberto Cavalli,Paradiso Assoluto,515,515.0,75,edp,Women,floral,patchouli sandalwood vanilla cashmeran,wild jasmine red lily passionfruit,5.0,garmid,3.07,98,floral patchouli sandalwood vanilla cashmeran wild jasmine red lily passionfruit,0
926,GUCCI,Guilty Absolute,515,230.0,90,edp,Men,woody,woody notes vetiver,patchouli cypress,4.01,Rayhanti,3.05,537,woody woody notes vetiver patchouli cypress,2
927,VERSACE,Bright Crystal,430,169.95,90,edt,Women,floral,amber musk mahogany,peonylotus magnolia,4.08,noon,4.02,98.1K,floral amber musk mahogany peonylotus magnolia,0
928,Roberto Cavalli,Paradiso Azzuro,499,499.0,75,edp,Women,fruity,cypress cashmere wood amberwood sandalwood,wild jasmine watery notes apple peach and rose tuberose,4.07,garmid,3.07,135,fruity cypress cashmere wood amberwood sandalwood wild jasmine watery notes apple peach and rose tuberose,0
929,Dunhill,Custom,330,89.85,100,edt,Men,floral,virginia cedar incense,pepper,4.03,noon,4.02,98.1K,floral virginia cedar incense pepper,0
930,Roberto Cavalli,Paradiso Azzurro,499,499.0,75,edp,Women,fruity,cypress cashmere wood amber wood sandalwood vanilla,wild jasmine watery notes apple tuberose peach rose,4.07,garmid,3.07,124,fruity cypress cashmere wood amber wood sandalwood vanilla wild jasmine watery notes apple tuberose peach rose,0
931,GUESS,Dare,170,75.0,100,edt,Women,citrus,coconut accords wood musk,wild rose elegant jasmine,4.09,noon,3.07,98.1K,citrus coconut accords wood musk wild rose elegant jasmine,1
932,DAVIDOFF,Hot Water,215,76.95,110,edt,Men,arabian,styrax benzoin,pimento and patchouli,4.06,AMLAQ,3.09,135,arabian styrax benzoin pimento and patchouli,3
933,BURBERRY,For Women EDP Natural Sp,378,153.75,100,edp,Women,fruity,musk and vanilla,woodyfloral sandalwood and cedar,4.08,garmid,3.07,98,fruity musk and vanilla woodyfloral sandalwood and cedar,1
934,Dolce & Gabbana,K,338,269.0,100,edt,Men,woody,blood orange pressed sicilian lemon and juniper berries,pimento clary sage geranium and lavandin,4.01,Grass gulf,3.07,98,woody blood orange pressed sicilian lemon and juniper berries pimento clary sage geranium and lavandin,0
935,JOVAN,Musk Cologne Sp,55,19.0,59,edt,Women,woody,musk amber wood,ylangylang,4.07,garmid,3.07,1.9K,woody musk amber wood ylangylang,1
936,Dolce & Gabbana,K,26,14.01,100,edt,Men,aromatic,woody masculine cedarwood vetiver patchouli accords,pimento clary sage geranium lavandin,3.0,beautiful lady,4.03,5,aromatic woody masculine cedarwood vetiver patchouli accords pimento clary sage geranium lavandin,2
939,HUGO BOSS,Bottled Unlimited,373,126.0,100,edt,Men,vanilla,sandalwood and musk,pineapple and rose,4.04,Al-Najm,3.07,347,vanilla sandalwood and musk pineapple and rose,1
940,GIORGIO ARMANI,Stronger With You,415,170.0,100,edt,Men,vanilla,vanilla chestnut cedar amber wood guaiac wood,pineapple sage melon cinnamon lavender,4.05,hadayiq baris,3.08,122,vanilla vanilla chestnut cedar amber wood guaiac wood pineapple sage melon cinnamon lavender,2
942,DORALL COLLECTION,Pink Hearts,29,8.15,100,edt,Women,floral,caramel musk tonka sandalwood and vanilla,red berries lily of the valley licorice cotton candy and strawberry,4.04,B.A.G,3.07,14.1K,floral caramel musk tonka sandalwood and vanilla red berries lily of the valley licorice cotton candy and strawberry,0
945,TESORI D´ORIENTE,White Musk,60,39.95,100,edt,Men,woody,aldehyde jasmine white flowers,rose,4.02,B.A.G,3.07,14.1K,woody aldehyde jasmine white flowers rose,1
947,BURBERRY,My Blush,431,181.0,50,edp,Women,arabian,jasminewisteria,rose petals green apple and geranium,4.06,Fnoon,3.07,5,arabian jasminewisteria rose petals green apple and geranium,0
949,Guerlain,L'Instant Magic,725,422.0,100,edp,Women,woody,wood almond,rose freesia,4.07,PARFUM.1990,4.01,33,woody wood almond rose freesia,1
950,Dunhill,London,290,109.65,75,edt,Men,arabian,patchouli sandalwood tonka bean vanilla and musk,rose geranium and jasmine,3.04,AMLAQ,3.09,135,arabian patchouli sandalwood tonka bean vanilla and musk rose geranium and jasmine,3
951,BURBERRY,Body Mini ED,34,23.0,5,edt,Women,woody,sandalwood cashmerean musk amber vanilla,rose iris,1.0,Royal Scent,3.05,5,woody sandalwood cashmerean musk amber vanilla rose iris,1
952,TRI,En Joy,10,9.09,100,edt,Women,floral,sandalwood cedar patchoulli musk benzoin,rose jasmine cassis peach,4.01,Parisian Store,4.01,425,floral sandalwood cedar patchoulli musk benzoin rose jasmine cassis peach,1
953,Mancera,Rose Greedy,446,269.0,120,edp,Unisex,rose floral,white musk amber vanilla sugar,rose jasmine flowers,4.05,AMLAQ,3.09,135,rose floral white musk amber vanilla sugar rose jasmine flowers,1
954,DORALL COLLECTION,Oud Maaruf,29,11.49,100,edt,Men,arabian,sandalwood musk woody  amber patchouli oudh dry woodyamber amber,rose raspberry dried fruits ylang geranium jasmin orris muguet saffron,4.0,B.A.G,3.07,14.1K,arabian sandalwood musk woody  amber patchouli oudh dry woodyamber amber rose raspberry dried fruits ylang geranium jasmin orris muguet saffron,1
956,Mancera,Roses Vanille,450,285.0,120,edp,Women,arabian,cedar vanilla sugar white musk,rose sugar,4.09,AMLAQ,3.09,135,arabian cedar vanilla sugar white musk rose sugar,1
957,Mancera,Roses Vanille,450,239.95,120,edp,Women,arabian,vanilla sugar white musk cedar,rose sugar,4.07,noon,4.02,98.1K,arabian vanilla sugar white musk cedar rose sugar,1
959,Parfums Gres,Cabotine,135,75.0,100,edt,Women,floral,cedarwood vanilla tonka bean cybet musk and amber,rose tuberose ylangylang ginger lily hyacinth heliotrope freesia violet and iris,4.08,AMLAQ,3.09,135,floral cedarwood vanilla tonka bean cybet musk and amber rose tuberose ylangylang ginger lily hyacinth heliotrope freesia violet and iris,3
960,Alina Corel,Monsieur Oud,51,30.95,100,edp,Unisex,musk,cedar musk,rose water,4.05,noon,4.02,98.1K,musk cedar musk rose water,1
962,Yves Saint Laurent,Kouros Silver,540,190.0,100,edt,Men,fruity,amber and woody notes,sage,4.05,Queen Beauty,3.05,5,fruity amber and woody notes sage,2
964,DAVIDOFF,Cool Water,150,71.75,75,edt,Men,aromatic,musk oakmoss cedar amber,sandalwood geranium neroli jasmine,4.01,noon,4.02,98.1K,aromatic musk oakmoss cedar amber sandalwood geranium neroli jasmine,1
966,BVLGARI,Aqva Marine Pour Homme,331,163.95,100,edt,Men,citrus,virginia cedar amber,seaweed rosemary water notes,4.08,hadayiq baris,3.08,122,citrus virginia cedar amber seaweed rosemary water notes,2
971,BVLGARI,Petits Et Mamans,254,193.95,100,edt,Women,floral,iris vanilla white peach powdery notes,sunflower chamomile rose,4.08,noon,4.02,98.1K,floral iris vanilla white peach powdery notes sunflower chamomile rose,0
973,Jean Paul GAULTIER,Scandal,505,354.95,80,edp,Women,floral,vanilla musk and labdanum,tiare flower jasmine and orange blossom,4.05,noon,4.02,98.1K,floral vanilla musk and labdanum tiare flower jasmine and orange blossom,0
975,GUCCI,Bloom,695,325.65,100,edp,Women,floral,rangoon creeper,tuberose,4.06,noon,4.02,98.1K,floral rangoon creeper tuberose,0
